glucose,O2,growth
0.0013715683726453507,0.00026271179632944444,0.33286700928848978
0.00093301047656590085,8.1099314364125691e-05,0.15027423927771066
0.00045155823273726491,0.00031932103805303719,0.23343178795489697
0.0012854708815478089,0.00056489694868828218,0.42536892436034046
0.00022310809731320008,4.872015036053119e-05,0.04835036346034241
0.0013875223265432115,0.00029613708011483016,0.351017665252364
0.0012744197317825145,0.00026380176711472025,0.32680705033515045
0.00075925992591950749,0.00016244700691494859,0.21618834586466193
0.00159906145815415,0.00079397631403874309,0.48681225148620327
0.00039611069725401871,0.00096263234798157514,0.29279452097381381
0.00078701323845746594,0.0009163811281981065,0.40156204848338517
0.0015978884333330719,0.000446401218558916,0.42080147795379552
0.00076714598758021401,7.5670732288253255e-05,0.13294702671659994
0.0014293831496076598,0.00035549556766641859,0.37929206409224298
0.0012289104302889706,0.00052930489059643761,0.41270003317564158
0.0018825919407327778,0.00038644871270757022,0.41654156211098503
0.0019834366668104908,0.00073384402068029091,0.50209356246438408
0.0014501157467550847,0.00074569842252507617,0.46907558208217826
0.0016195991799789931,0.00089769965994650788,0.49990942340559469
0.000314201396059889,0.00047446409915011885,0.21717547176863114
0.0014286516225074711,0.00024606186921967784,0.32689761921957738
0.0016967725167065224,0.00091203943812429662,0.50678289753813877
0.00080843923850533656,0.00088546243077456202,0.40321729739922851
0.0011109675791891465,0.00013552593086734447,0.22284396699759673
0.00096418062600411565,0.00021930184820990293,0.27553022492341223
0.0019174607696007494,0.00066346946002229486,0.48756328473372174
0.0006413829021506642,0.00082257257588557364,0.36162303586492744
0.00081014820860615406,0.00096057808474361861,0.40944195696054608
1.1830380330622873e-05,3.0924519734177554e-05,0.0024762560407188372
0.00084616722403932961,0.00019729291119032871,0.24971684474021674
0.0012665578512032574,0.000428777503681362,0.39113092083149875
0.0018705725774314341,0.00055534263512315243,0.46411789275549747
0.001848116403667892,0.00078064462293829593,0.50123502135962705
0.00066142612851495476,0.00056114722407415269,0.33588289898651219
0.0019778334409818483,0.00052344710477730751,0.46203365567252336
0.00038347313106669244,0.00024687101147554059,0.19183131068818712
0.0016482715158917028,0.00065363174720855426,0.46999382270732476
0.00032294637929724873,0.00058654339522699287,0.23411343019916378
0.00081614631919370751,0.00094620171593476213,0.40952132035978345
0.00015621189049648237,0.00019785712765887139,0.094707535822391858
0.0017174974730840545,0.0001335158865127218,0.24805008384226393
0.0016593081612432795,0.00035997906491999664,0.39519174439178023
0.00028818070410000537,0.00033236475488990756,0.18261428817324499
0.0010589418883485942,0.00045850909975215398,0.37837145661812549
0.00052370157886344969,0.00017981413413867977,0.19375512595956884
0.00098863364303748398,0.00070975232717326072,0.41449680999444355
0.0011108799518390053,0.00082442431179055608,0.44398147865416288
0.00022146148188552684,1.6225244757601053e-05,0.018427223298103514
0.0017301073705712536,0.00091116323607419371,0.50892712031833831
0.00056460567487828101,9.9665198799972173e-05,0.14110866294101101
0.00089977540993300292,0.00031321052368525588,0.31383873137007667
0.00012394460746434,0.00049148833732472555,0.1129535656147292
1.5462960752393287e-05,0.00042972213718775817,0.016376607595092369
0.00039836744797800262,0.00022318804913388512,0.18709292501199951
0.0006899336163954979,0.00073206083212596046,0.36431535189434561
0.0018569457078190018,0.0008407488454448477,0.50916665757133983
0.0017805592941339994,0.00023526655480305325,0.33760584281547645
0.00096619702312583146,0.00017312272384751546,0.24460522289694048
0.0009149720389793368,0.00052382573147763119,0.37437148468308734
0.0013373161572692227,0.00015710690237778603,0.25617527187620692
0.0017189222558951097,0.00094019812257818724,0.51102623159655247
0.00068122203643991098,0.00085273405550943815,0.37371632553018469
0.0015893725102397256,0.00083647520049990958,0.49112717164493008
0.00080398463364520726,0.00041750794250740509,0.33349356278657705
0.0011921672259515377,0.00078895724445176283,0.44963471889167184
0.0014775592957525516,0.00039782064272831649,0.39776063355020397
0.0010077008367900811,0.00046327963730198048,0.37346764025039353
0.001384643784701332,0.0001151000000634855,0.21469685940991817
0.0013976538298940142,4.7045001415178848e-05,0.11220443663225799
2.1368252956557179e-05,0.00067370552122794484,0.025282466875158331
8.7740411179070674e-05,0.00020132012316869522,0.059910142199534153
0.00030658623852294361,0.0009568589654901145,0.25151237015251926
0.00043513391735497278,0.00056935291647583659,0.27548316223166786
0.00041439706811811846,0.00058070860558197225,0.26967527582757511
0.00010744150768836975,0.00089555611132702587,0.11566868340237786
0.00044225069047706196,0.00030455993511675338,0.22664808366698788
0.0012058852651065908,2.0671092932530526e-05,0.052974168798591119
0.0017732895712464028,0.00022752867482920861,0.33211292388404323
0.00070551257726893409,0.0004632373452104759,0.32700740960005326
0.00073914554982370065,0.00016038585721167448,0.21237136682272201
0.0008393160489580904,0.00028792008922982177,0.29583919359254324
0.0013638801482618,0.00074027985846783603,0.4608790980596511
0.0015726951648955354,0.00038316212394512694,0.39883417728550308
0.0018825065837960928,0.00034812566830201531,0.40146555294490638
0.00075764308254462609,0.00024125003444103667,0.26349954807757919
0.0014164806669031069,0.00053624194417320307,0.43066186907394349
0.00068985167984859821,0.00099545541480574803,0.38622582976828329
0.0016497635792992573,0.00017738248743988245,0.28856921354110621
0.00046899131844028823,0.0008451155793998069,0.31310261190629202
0.00174331728656402,0.00077710989208060492,0.49444130942457759
0.0010151594536697405,0.00060500217430344808,0.40283369737026137
0.0014534346230209072,0.00054751792624207151,0.43597675900041932
0.0010746360993479391,0.00052481684542591319,0.39532173884891791
0.00063908148507838285,0.00011177294632666553,0.16091247019175975
0.00099366077948452201,0.00057325371462684156,0.39454906669250023
0.00011039632317946167,0.00098914102140353153,0.12035317156625955
9.5555204160181208e-05,0.00073184577843097513,0.10080865901090952
0.0010646270195414319,0.0004719089727156482,0.38231773051742096
0.00095957720704660304,0.00044838152463758503,0.36371391435823386
0.0016679432791043924,0.00087108466561827626,0.5005643501634125
5.004400964599613e-05,1.62090129472389e-05,0.0054566666314681172
0.0011181987832896887,0.00020795323518827695,0.28179444764081873
0.00098636783765347993,0.00095791390445592445,0.43919035961587288
0.0012000143037258085,0.00065700852207364489,0.43292204023580261
0.0014618614620141722,0.00082940787060878157,0.48029552018206523
0.0010542338115185599,0.00053846172172947627,0.39567391695880294
0.0011304460585091797,5.0797751677717162e-05,0.11234512907937917
0.00098864992042084878,0.00054086445323446174,0.38787306858622844
0.0012342619278319061,0.00063351774728032128,0.43273952509551455
0.00050377315795518778,9.7546741578604992e-05,0.13162761157812747
0.0011097007239319449,0.00048583564450728229,0.39067897444420474
0.0013480497686384448,0.00094328041543564813,0.48147118876589079
0.00039031443399644837,7.1593606858775258e-05,0.092451909286268494
0.0019808304903222323,5.5683197247221725e-05,0.13911122785922833
0.0014954543638658186,0.00011206895937736877,0.21530599276079582
0.0019111092209357402,0.00068524480302136598,0.49084116205616735
0.00059495327866462605,0.00089399433162943491,0.35521962724512007
0.00089255082442370279,0.00016468118084944598,0.23154878570273438
0.00053026272341124994,0.00084627585651103989,0.33304187703786092
0.00010291631459013033,0.0002297905878698693,0.073011708753824706
4.3186908158436252e-05,0.00054287554191838349,0.046481166841543589
0.00050102820390789853,0.00076614118839272429,0.31752217495145918
0.0017239124391780478,0.00012649368862782583,0.24026005544216708
0.00033575137959450217,0.00048258285848351367,0.22722033953285772
0.0013823489743762412,0.00086795041446063631,0.47747580122575944
0.00050626996187966419,0.00036141510381852747,0.25910741673660292
0.00014051004394810294,0.00079944221823304972,0.14037856571876756
0.00039304825920535082,0.00045983060072366053,0.24537276246963868
0.001359073422710189,0.00094384701255536467,0.4825807874769476
0.0010082958475192169,0.00040655630626626607,0.35846025535325621
0.0011025717718099401,0.00082446819042514567,0.44295008967961896
0.0009117969138938151,8.4890069862584097e-05,0.15395558772693116
0.00055595237422919903,0.00034558734768662565,0.26679444882482356
0.00098181218378244812,0.00015420491344815741,0.23076443311865297
0.0018456677933051818,0.00040971365786335995,0.42299139636353705
0.00041097490688214868,0.00041126031672475194,0.24282281074929266
0.0014681408696723447,0.00024812509259793927,0.33042504604056361
0.00050974806170930344,0.00042487655936128069,0.27460034584442683
0.00039489793541315087,0.000684818413512687,0.27322637569259711
0.00065445230949004321,0.00058178467687411937,0.33749482610378356
0.00019463054554950794,0.00025098934210564158,0.12474872383679218
0.0018713948424177204,0.00071423225209650077,0.49321294138460764
0.00073661665620239488,0.00071174061104471546,0.37200337250679294
0.00035991696955624101,0.00042760524951436328,0.2281351748341291
1.0002706650226427e-05,0.00046482625354510228,0.010970275303638944
0.00013025074181287021,0.00018143769915518219,0.078643121415623948
0.00043715640182430236,0.00083636422902057261,0.30116034697326399
0.00084113076855757353,0.00036308153301878543,0.32353052059878457
0.0012071247601668389,0.00030004960346758351,0.3394351814505685
0.0019622509286081782,0.00092938373979951352,0.52464526731675065
0.0017820496472986437,0.00031238158019314779,0.38086986009276752
0.00049208562329230868,0.00020599400196274098,0.20133369556235797
0.0012269750222621322,0.00038859736661420635,0.37525042345340298
0.0018438682426709292,0.00052052467216160358,0.45465203517595415
0.00021218867234840184,0.00061801247591559039,0.18007541970664173
0.0017095374814192282,0.00040444331406419576,0.41416111703101555
0.00079818068156049208,0.00068735826244179334,0.38101337145716735
0.0015655579975577141,3.2746403839776576e-05,0.085310480539178363
0.00065196837167046714,0.0009273089143784413,0.37244097327500553
0.0012551884611941909,0.00046662601220022812,0.4004625043079465
0.0010189615002609473,0.00045415534393700055,0.37258428327065718
0.00021779819939966329,0.00045224396212168138,0.16830794495122445
0.0015220061703548652,0.00028303055685077039,0.35284392459558128
0.0016476590479768103,0.00081672723407108093,0.49302004772183317
0.0009711398545216392,0.00045833752152159881,0.36766696252954828
0.00078214055365975819,0.00010464521481884694,0.167634794905518
0.001895508423447864,0.00035664503575297165,0.40557936077589124
0.00075487617509939551,0.00049017049702826181,0.34178705434698292
0.0017604414407829834,0.00036595293676807306,0.40286842298932729
0.00084296236457338813,0.00011148919974956144,0.17973147372830348
0.00075329722190650879,0.00088995246279371129,0.39261015446038799
0.00072924099423809,0.00015947375738396854,0.21054554766583514
0.00012939499785660397,0.00073174756705727379,0.12916570164530453
0.00056186403252188126,0.00043013243404394972,0.28894997801194527
0.00046666545153882034,0.00050049270904377807,0.27593931111558107
0.00013406527737728157,0.00068038648364652046,0.13072379226789194
0.0010877215955273384,2.6806782863136534e-05,0.064777181001918718
0.0008899802205055619,0.00049470860801871486,0.36476109308338028
5.9965595252764796e-05,0.00046459148100877078,0.059889027889675803
0.00032027902317432317,0.00043464874341484584,0.21392516744686163
0.0018382277126466685,1.1165472291625987e-05,0.033254979367415033
0.00027587409166014129,2.1164717341521669e-05,0.027221138257679946
0.00075292315646546175,0.00049497205936838466,0.34239667997493267
0.0019020454104783765,0.00046113477969148854,0.44184254258528177
0.00023557822691393712,0.00034138402445369723,0.16156006816874485
0.00082555869519626492,0.00012519159719178122,0.19181158991060743
0.0016042165276505592,0.0003702689406893124,0.39600449070035193
4.7976087836481038e-05,0.0006761419796328243,0.054052604064772782
0.00014496984859943391,0.00082139692143376811,0.14460615750615688
0.0018605576861992186,0.00076672304455382382,0.50009781149060828
0.0013716208788793482,1.1677591322461052e-05,0.032343318707432296
0.00052946547825678716,0.0003452487289983673,0.2605273216306046
0.00096567603128675232,0.0004943073834976434,0.37525696969257
0.00050540629792470597,0.00081614417727188325,0.32299856188044862
0.0017859527936187113,0.00056896585182982168,0.46245752683695773
0.0019001176946487964,0.00080386918103311116,0.50716141853945773
0.00015134351973223318,0.00069231935052439764,0.14422145731434199
0.001052927465131761,8.1713209180747764e-05,0.15733390663677929
0.00037623603303458457,0.00098124643723389911,0.2853427525874685
0.00081472066131884778,0.00056195959597385913,0.36562709998396309
0.0014849771749554422,0.00060762745024810346,0.45027782726841592
0.0014295225566438587,0.00026651530456119142,0.33860034560318253
0.00038773154185721084,0.00090401887245072986,0.28611489511154531
0.00067123242278289183,0.00099833568686095043,0.381960039688097
0.00085628230808057579,0.00034948692775092782,0.32124060287049055
0.00077870765542192692,0.00049419927024579229,0.34682557340321402
0.0013674622988426777,7.2650831692307787e-05,0.15609438081438512
0.0015788233272906783,0.00076566704743290725,0.48174640746387543
0.00067750615316229115,0.00064693849136007839,0.35160186178386643
0.00088802091820666435,0.00024120869472292692,0.27981182761616136
0.00014393490965433742,0.00083152800083099272,0.14414846205951909
0.00073994625419643008,0.00055167166242457418,0.35038039700026191
0.0018944462076236613,0.0009296470540904329,0.52088578244904582
0.0010093342705301122,0.00082202361281422684,0.43029166765552246
0.0011188090022249018,0.00010954655292136208,0.19566947170638455
0.001216171807131952,0.00024494967421287255,0.31209738396031544
0.0011386864214542563,0.00084992582012883894,0.45000846222926688
0.0016108686843380765,4.126476421017581e-05,0.10441776115540301
0.00052655711483936033,0.00013910693049906523,0.16833113700208283
0.00063999702426234095,0.00092026348093329768,0.36894041618023476
0.00177477796934279,0.00081252337547660814,0.50087090905832177
0.001004862808453439,0.00026246932916537794,0.30317645886324152
0.0019200767589362584,0.00034527110323602332,0.40190849571214121
0.00028649517732429604,4.7742714486758987e-05,0.056158752883158886
0.0015684855846434525,0.00013552898960056864,0.2450305142693365
0.00095130182380572166,2.1097969522087103e-05,0.050038753403178635
0.000952961755824858,0.00059121136225646822,0.39206812198138574
0.0017633399771520269,0.00061446331127589882,0.47021954562064139
0.00026998368138445895,0.00015246969119325619,0.12134104295682271
0.001033749863235337,0.00083503628739512966,0.43501144946263742
0.00050665692921035847,0.0004926014226671971,0.28637478013035511
0.00069222957236458199,0.00060338877809397787,0.34886043128076155
0.0016364726661965911,0.00066582478183453816,0.47122827906951331
0.00080234002273860963,0.00021322421915852445,0.25431666581150036
0.0015709807514367189,0.00080564569305564002,0.48616521303010435
3.6843742587351622e-05,0.00041673481758278943,0.037099422607430155
0.0019986827286784417,0.0005030545287112516,0.45787695360097946
0.001910980122320856,0.00013486771716396916,0.2553802170880225
0.0013602164185854615,0.00026234791312648091,0.33192750286422879
0.00040166148160439253,0.00046078844901601882,0.24851110284227337
