acetate,o2,growth
8.5548956e-05,0.00017846384,1.0794767e-05
0.00024803975,0.00033467984,5.5307069e-05
4.9162234e-05,6.6148662e-05,2.3357094e-06
7.2492773e-06,0.0010881377,5.0219133e-06
0.00024417798,1.006455e-05,1.7282728e-06
0.00022574684,0.00020232049,3.1538627e-05
2.5988154e-06,1.7070009e-06,3.0234878e-09
2.7258596e-05,5.4708436e-06,1.0385354e-07
0.00016722693,1.0827649e-06,1.2541806e-07
0.0035244406,0.0001342034,0.00031162765
0.0018580339,3.7067516e-05,4.6378543e-05
0.0035750591,0.00021187654,0.00049184825
1.3710565e-05,1.1801054e-06,1.0982282e-08
3.5778828e-05,7.0665946e-06,1.7678891e-07
0.00029412119,0.0011323577,0.00020835601
1.7800927e-05,2.4449544e-05,3.0538948e-07
0.00033480635,4.5067849e-06,1.0587524e-06
7.3710611e-05,4.7580906e-06,2.3734227e-07
0.0038679275,1.0690131e-05,2.7002641e-05
6.5934137e-06,0.00032384465,1.4286148e-06
1.2329565e-05,0.0013878394,1.0380254e-05
6.699915e-06,2.3802661e-05,1.1139122e-07
0.00028900375,0.0013548447,0.00024290637
6.1332722e-06,0.0016428517,6.1536207e-06
3.3490746e-06,1.4829523e-06,3.5404113e-09
0.0021003627,0.00082553614,0.0010839271
0.00051324323,0.0019627989,0.00059296474
4.8551654e-06,0.0012284941,3.6903265e-06
0.00057619905,1.2743303e-06,5.029907e-07
2.4153735e-05,1.2443523e-05,2.0650781e-07
4.2275733e-06,1.0220599e-06,3.0135389e-09
0.0034231088,2.5607357e-06,5.8463318e-06
0.0036881647,4.8377303e-06,1.1357953e-05
0.0010979508,2.6762595e-05,2.0657377e-05
1.5212529e-06,3.6552664e-05,3.7567798e-08
5.1760454e-06,1.5936627e-05,5.9500339e-08
0.0020794647,1.2588152e-06,1.7045145e-06
0.00068530191,1.3620253e-06,6.5697991e-07
1.345629e-06,1.6090823e-06,1.5358522e-09
0.00058102052,0.00092500996,0.00033787951
1.7955935e-05,7.923533e-06,1.0213703e-07
9.3275614e-06,0.00023207913,1.4698883e-06
1.4813697e-05,8.1257598e-06,8.6992622e-08
0.0024544635,0.00012381896,0.0002004612
0.0030835712,1.2024641e-06,2.4500715e-06
0.0034601253,0.0014089236,0.0028607238
2.6897171e-05,6.7408255e-06,1.2408765e-07
0.002710266,4.0168711e-06,7.2978332e-06
0.00093041382,0.00027401295,0.00017312052
0.00017628493,1.208028e-05,1.4378298e-06
1.5205523e-05,1.5649684e-05,1.6653381e-07
5.3684684e-06,0.00030570193,1.1057489e-06
8.2183204e-06,1.6356322e-06,9.6396422e-09
1.6031361e-05,0.0017212886,1.6562567e-05
0.0018533018,0.0018232075,0.0019275174
2.2733391e-06,4.420606e-05,7.0618445e-08
0.00042210673,2.9883992e-05,8.7479315e-06
0.00019701504,0.00016797814,2.3162877e-05
0.00058444635,0.00062507156,0.00023666103
0.0012893098,9.3278956e-06,8.1277231e-06
0.00012499357,1.7028978e-05,1.4822354e-06
8.2268375e-06,6.4546943e-06,3.6647393e-08
3.6909165e-06,0.00082920993,1.947192e-06
2.9177599e-05,0.0018884392,3.215222e-05
7.5262416e-05,5.8049093e-06,3.0837689e-07
0.004629299,2.1767191e-06,6.2791666e-06
5.7033918e-05,0.00050568795,1.9653855e-05
1.410254e-06,9.3204767e-06,8.8487584e-09
2.7604427e-06,4.2246113e-06,8.3721461e-09
0.002758575,1.6934227e-05,3.0799481e-05
0.0015987443,3.0376541e-05,3.2770792e-05
0.0031486446,2.2345144e-06,4.7925493e-06
0.00016037258,0.00011129275,1.2364494e-05
3.3336614e-06,4.7133787e-06,1.1199589e-08
8.7683531e-06,9.5217006e-05,5.7428977e-07
1.1017769e-06,1.2029831e-05,9.1647006e-09
0.00032291214,4.0847881e-06,9.123085e-07
0.00087442222,6.4433606e-05,3.8993798e-05
1.7141066e-06,2.1611458e-06,2.5405965e-09
0.00023137415,1.9993898e-06,3.2725016e-07
4.0316412e-06,0.00019749481,5.3899497e-07
1.3733698e-05,0.0014012155,1.1915442e-05
1.4302674e-05,7.4148048e-05,7.271487e-07
0.0015733358,0.0019492776,0.0017700544
2.216238e-05,4.4768069e-06,6.9260981e-08
1.0513259e-06,0.00094691194,6.2805663e-07
3.6936549e-05,0.00051057706,1.2118564e-05
5.068487e-05,3.4400482e-06,1.2469079e-07
1.1346761e-06,6.6172268e-05,5.0759543e-08
2.134634e-06,0.00011320954,1.6158853e-07
2.3536368e-05,4.6264482e-05,7.6589421e-07
8.4674189e-05,0.0011352789,6.1109038e-05
2.5259309e-06,4.160898e-05,7.4553927e-08
5.3698363e-06,2.618645e-06,9.3559869e-09
0.0030789934,0.0016607663,0.0028725402
0.0026660418,1.9074521e-05,3.3755278e-05
0.0022114941,0.00011162738,0.00016453157
0.0008067616,5.4084961e-06,2.9725435e-06
3.1345574e-05,0.00062205859,1.2919692e-05
6.4103503e-06,2.0872389e-05,9.2408325e-08
8.2351003e-05,1.845853e-05,1.0717821e-06
0.00048008632,0.00091621581,0.00028231841
1.4191362e-06,7.1831014e-05,7.0864195e-08
0.0012603536,2.446998e-06,2.0935348e-06
0.00016504624,6.5424078e-05,7.3954192e-06
3.5795895e-05,8.380337e-05,2.0554453e-06
3.7566342e-05,0.00014957518,3.7938363e-06
1.220294e-06,0.00011040295,9.3932271e-08
6.4662387e-05,5.9781988e-06,2.7088445e-07
4.9567546e-05,3.9152795e-06,1.3095767e-07
5.6288842e-05,2.256635e-06,9.0099824e-08
2.1839574e-06,2.8770457e-05,4.4527681e-08
7.7102978e-05,1.3632402e-06,7.3055264e-08
0.00051656069,0.00036897764,0.00012655826
7.7975037e-05,1.5105328e-06,8.0704581e-08
0.0032902745,2.8154844e-06,6.0795917e-06
0.0014800508,0.00194194,0.0016295608
5.2061599e-06,0.0017406597,5.2052282e-06
6.5979991e-05,0.0014384507,5.8607186e-05
0.00082451698,0.0011800054,0.00059566429
1.7471995e-06,1.4398685e-05,1.7592256e-08
0.0020714019,8.0864666e-06,1.1117496e-05
0.0010398688,2.9780806e-06,2.027573e-06
5.8963301e-06,7.3745249e-06,3.0392781e-08
7.4422562e-05,1.1305362e-05,5.9467286e-07
3.9480489e-06,0.00123338,3.0429449e-06
0.0003266749,0.00090320329,0.00019142319
2.6648494e-06,5.6484164e-05,1.079726e-07
0.00022579987,1.540429e-05,2.463127e-06
0.00013981836,0.00081898188,7.2534841e-05
2.437501e-06,0.0018957146,2.6816386e-06
0.00089240017,7.4810282e-06,4.5209852e-06
0.0046112993,8.0516404e-05,0.00023092498
4.3250036e-05,3.8324549e-06,1.1891656e-07
0.00056303393,1.4434826e-06,5.6615e-07
0.00023148434,0.0017717226,0.00023939351
0.00014693212,0.00015519894,1.5665391e-05
1.333521e-06,3.1121287e-06,2.9072927e-09
0.00019000195,2.6718599e-05,3.3811054e-06
3.0785783e-06,5.6258855e-06,1.2075261e-08
0.00026051245,1.1846181e-06,2.1890412e-07
2.4741855e-06,1.5099688e-05,2.6118916e-08
6.7534731e-06,8.4421124e-05,3.9116827e-07
0.00020318738,3.6954312e-05,5.178074e-06
3.1508766e-06,0.0012351358,2.4257014e-06
2.2614063e-06,0.0001278647,2.0211457e-07
0.0016705493,0.00038187468,0.00041090361
1.1028679e-06,0.00013458312,1.0344528e-07
0.00012023922,1.4337016e-05,1.1862102e-06
0.0029276293,0.00026386352,0.00048915909
8.3020055e-06,0.00096048825,5.2124442e-06
3.1749736e-05,6.0890825e-06,1.3606924e-07
1.6441553e-06,0.00037246084,4.2368892e-07
0.0030229927,2.9486697e-06,5.8937291e-06
5.4703119e-06,0.00010169512,3.7441778e-07
0.0010201668,3.7712919e-06,2.6349986e-06
1.3944295e-05,9.7991323e-06,9.9353429e-08
0.0007874047,0.00022990705,0.00012348775
1.0555681e-06,0.00061305146,4.2651848e-07
0.00055428011,3.1165489e-05,1.1655673e-05
6.8513541e-06,2.2260659e-06,1.0678925e-08
1.7420629e-05,0.0002982844,3.5505736e-06
0.00037255309,0.00061726377,0.00014993007
0.00011180064,2.7505726e-05,2.1091991e-06
0.00082499813,5.3363737e-05,3.0073372e-05
0.0037155825,5.2036581e-06,1.2950793e-05
0.0017999515,1.1227088e-06,1.3639632e-06
0.00056439722,0.0013136392,0.00046025346
0.00057542862,1.1995332e-05,4.8331685e-06
7.667863e-06,0.00099062776,4.7781525e-06
0.00021524137,0.00019368474,2.770038e-05
5.4530606e-05,0.00059144189,2.0272431e-05
0.00038060004,0.00067718657,0.00016272421
0.00012872779,1.037277e-05,9.4281555e-07
6.0821381e-06,0.00011357798,4.9662811e-07
3.426512e-06,1.2268914e-06,3.0029614e-09
2.4808478e-06,0.0011654348,1.8012896e-06
1.2772653e-06,1.3724169e-06,1.2380901e-09
0.00036475386,0.00012372308,3.0647022e-05
1.7509097e-06,8.8954603e-05,1.0472372e-07
2.2091659e-05,0.00049979908,7.4890412e-06
1.7536431e-06,0.0007321639,8.054571e-07
